                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                0.52407,                0.31404,                0.97041,                0.97241,                0.98195,                0.98605,                0.93986,                0.35377,                0.22618,                0.81235,               0.006634,               0.006634,               0.006634
                    121,                0.52895,                0.31669,                  0.973,                0.97957,                 0.9801,                0.98529,                0.93189,                 0.3722,                0.21467,                0.82195,              0.0066057,              0.0066057,              0.0066057
                    122,                0.50703,                0.29923,                0.96406,                0.97526,                0.99231,                0.98778,                0.94076,                0.36249,                0.22614,                0.81907,              0.0065774,              0.0065774,              0.0065774
                    123,                0.50449,                0.30374,                0.95893,                0.97385,                0.98824,                0.98803,                0.94627,                0.35126,                0.22783,                0.80507,              0.0065491,              0.0065491,              0.0065491
                    124,                0.50321,                0.30374,                0.97048,                 0.9763,                0.97704,                0.98707,                0.94219,                0.37718,                0.23402,                 0.8237,              0.0065209,              0.0065209,              0.0065209
                    125,                0.50517,                0.30144,                0.95548,                0.97027,                0.98571,                0.98699,                0.93943,                0.37744,                0.24125,                0.82124,              0.0064926,              0.0064926,              0.0064926
                    126,                 0.5079,                0.31164,                0.95978,                0.97006,                0.98828,                 0.9835,                 0.9398,                0.35828,                0.21944,                0.81629,              0.0064643,              0.0064643,              0.0064643
                    127,                0.50674,                0.31233,                0.97069,                 0.9807,                0.98154,                0.98745,                0.95115,                0.37169,                0.23609,                0.81764,               0.006436,               0.006436,               0.006436
                    128,                0.52361,                 0.3084,                0.96557,                0.98013,                0.97614,                0.98901,                0.94392,                 0.3447,                0.22145,                  0.809,              0.0064077,              0.0064077,              0.0064077
                    129,                0.50848,                0.30373,                0.96552,                0.97502,                0.98709,                0.98827,                0.94039,                0.35992,                0.22672,                0.82148,              0.0063794,              0.0063794,              0.0063794
                    130,                 0.5067,                0.31239,                0.95567,                0.96507,                0.98839,                0.98601,                0.94155,                0.37926,                0.23348,                0.81864,              0.0063511,              0.0063511,              0.0063511
                    131,                0.51097,                0.30802,                0.96152,                 0.9649,                 0.9921,                0.98882,                0.94119,                0.34945,                0.22771,                0.80959,              0.0063229,              0.0063229,              0.0063229
                    132,                0.51436,                0.31342,                0.96016,                0.96634,                0.98856,                0.98651,                0.94332,                0.36201,                0.24069,                 0.7855,              0.0062946,              0.0062946,              0.0062946
                    133,                0.51368,                0.30432,                0.95441,                0.96465,                0.99817,                0.98733,                0.94522,                0.36966,                  0.227,                0.78659,              0.0062663,              0.0062663,              0.0062663
                    134,                0.51781,                 0.3069,                0.96084,                0.96592,                0.99297,                 0.9823,                0.94347,                0.36893,                0.23135,                0.78321,               0.006238,               0.006238,               0.006238
                    135,                0.51394,                0.30981,                0.95825,                0.97066,                 0.9921,                0.98134,                0.93523,                0.37316,                0.21685,                0.80171,              0.0062097,              0.0062097,              0.0062097
                    136,                 0.5188,                 0.3104,                0.97486,                0.97901,                0.98287,                0.98557,                0.94401,                0.37478,                0.23461,                0.78125,              0.0061814,              0.0061814,              0.0061814
                    137,                0.50107,                0.31178,                 0.9558,                0.97675,                0.98175,                0.98631,                 0.9415,                0.40215,                0.24751,                0.79359,              0.0061531,              0.0061531,              0.0061531
                    138,                0.50607,                0.31515,                0.95857,                0.95751,                0.97706,                0.98254,                0.93105,                0.39964,                0.25334,                0.80362,              0.0061249,              0.0061249,              0.0061249
                    139,                0.50766,                0.30906,                0.96782,                0.97416,                0.98896,                0.98374,                0.93743,                0.37962,                0.24196,                0.80942,              0.0060966,              0.0060966,              0.0060966
                    140,                0.50795,                0.30865,                0.95803,                0.97485,                 0.9809,                0.98374,                 0.9411,                0.38623,                0.23498,                0.82676,              0.0060683,              0.0060683,              0.0060683
                    141,                0.50365,                0.30554,                0.96974,                0.97091,                0.98671,                0.98473,                0.94413,                0.35764,                0.21667,                0.81204,                0.00604,                0.00604,                0.00604
                    142,                0.51428,                0.30381,                0.95728,                0.97009,                0.98975,                0.98541,                0.94048,                0.37642,                0.22899,                 0.8127,              0.0060117,              0.0060117,              0.0060117
                    143,                0.52022,                0.30723,                0.97255,                0.97297,                0.99121,                 0.9895,                0.93733,                0.37758,                0.22437,                0.81838,              0.0059834,              0.0059834,              0.0059834
                    144,                0.51319,                0.30085,                0.96859,                 0.9745,                  0.989,                0.98621,                0.94441,                0.35383,                0.22131,                0.81573,              0.0059551,              0.0059551,              0.0059551
                    145,                0.49305,                0.30008,                0.95673,                0.97436,                0.98307,                0.98629,                 0.9404,                0.38019,                0.22723,                0.81769,              0.0059269,              0.0059269,              0.0059269
                    146,                0.49732,                0.29414,                 0.9595,                0.97404,                0.98255,                0.98449,                0.94647,                0.35018,                0.22264,                0.81212,              0.0058986,              0.0058986,              0.0058986
                    147,                0.49886,                0.29912,                0.95509,                0.97352,                 0.9823,                0.98543,                0.94401,                0.36218,                0.22399,                0.80734,              0.0058703,              0.0058703,              0.0058703
                    148,                0.49889,                0.30287,                0.96888,                0.96628,                 0.9877,                0.98532,                0.94386,                0.36508,                0.20905,                 0.8074,               0.005842,               0.005842,               0.005842
                    149,                0.50019,                0.30026,                0.95823,                0.98148,                0.99891,                0.98744,                0.94824,                0.36495,                0.20215,                0.81352,              0.0058137,              0.0058137,              0.0058137
                    150,                 0.4931,                0.29666,                 0.9525,                 0.9798,                0.99341,                0.98206,                0.94019,                0.35753,                0.21786,                0.79361,              0.0057854,              0.0057854,              0.0057854
                    151,                0.50377,                0.29681,                 0.9582,                0.98188,                0.97614,                0.98238,                0.94385,                0.36911,                 0.2186,                0.80568,              0.0057571,              0.0057571,              0.0057571
                    152,                0.48288,                0.28496,                0.95368,                0.97549,                0.99359,                0.98399,                0.93329,                0.39467,                0.22376,                0.80484,              0.0057289,              0.0057289,              0.0057289
